Handle,Command,Body HTML
24-vac-1-in-npt-n-c-quickfit-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E1137 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1-inch NPT valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1-inch NPT connections tie the valve into the supply piping, and the V8043E1137 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E1137/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1 in</li><li><strong>Connection type:</strong> Npt</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-in-sweat-n-c-quickfit-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E5079 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1-inch sweat connections tie the valve into the supply piping, and the V8043E5079 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E5079/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-in-sweat-n-c-zone-valve,UPDATE,"<p>The V8043F1051 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1-inch sweat connections tie the valve into the supply piping, and the V8043F1051 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8043f-with-end-switch-24-v-ac-50-60-hz"">Resideo 40003916-048/U Replacement Head for V8043F, with End Switch, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043F1051/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-1-in-sweat-n-c-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E1020 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 1-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 1-inch sweat connections tie the valve into the supply piping, and the V8043E1020 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E1020/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 1 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-npt-n-c-quickfit-zone-valve,UPDATE,"<p>The V8044A1143 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch NPT valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch NPT connections tie the valve into the supply piping, and the V8044A1143 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8044a-24-v-ac-50-60-hz"">Resideo 40003916-046/U Replacement Head for V8044A, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8044A1143/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Npt</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-npt-n-c-quickfit-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E1145 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch NPT valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch NPT connections tie the valve into the supply piping, and the V8043E1145 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E1145/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Npt</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-pro-press-zone-valve-with-18-in-lead-wire,UPDATE,"<p>The V8043A1312 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch Pro Press valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch Pro Press connections tie the valve into the supply piping, and the V8043A1312 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-vac-50-60-hz-replacement-head-for-v8043a"">Resideo 40003916-021/U 24 Vac, 50/60 Hz Replacement head for V8043A</a></li><li><a href=""/products/replacement-head-for-v8043a-5000-series-24-v-ac-50-60-hz"">Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043A1312/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Pro press</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve,UPDATE,"<p>The V8043A5029 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8043A5029 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-vac-50-60-hz-replacement-head-for-v8043a"">Resideo 40003916-021/U 24 Vac, 50/60 Hz Replacement head for V8043A</a></li><li><a href=""/products/replacement-head-for-v8043a-5000-series-24-v-ac-50-60-hz"">Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043A5029/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-hone-v8043f5036-u,UPDATE,"<p>The V8043F5036 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8043F5036 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8043f-with-end-switch-24-v-ac-50-60-hz"">Resideo 40003916-048/U Replacement Head for V8043F, with End Switch, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043F5036/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-hone-v8044a1044-u,UPDATE,"<p>The V8044A1044 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8044A1044 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8044a-24-v-ac-50-60-hz"">Resideo 40003916-046/U Replacement Head for V8044A, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8044A1044/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E5012 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8043E5012 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E5012/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-with-18-in-lead-wires-hone-v8043e5061-u,UPDATE,"<p>The V8043E5061 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8043E5061 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>This is a <strong>QuickFit</strong> model: the actuator head releases from the valve body without breaking the piping connection, so a failed motor is changed out without draining the system or unsoldering anything.</p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E5061/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>QuickFit actuator:</strong> Yes</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-zone-valve,UPDATE,"<p>The V8043F1093 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8043F1093 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-for-v8043f-with-end-switch-24-v-ac-50-60-hz"">Resideo 40003916-048/U Replacement Head for V8043F, with End Switch, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043F1093/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-zone-valve-hone-v8044e1011-u,UPDATE,"<p>The V8044E1011 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8044E1011 handles supply water at operating pressures up to <strong>300 psi</strong>. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/replacement-head-with-end-switch-for-v8044e-24-v-ac-50-60-hz"">Resideo 40003916-026/U Replacement Head with End Switch for V8044E, 24 V AC, 50/60 Hz</a></li><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8044E1011/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
24-vac-3-4-in-sweat-n-c-zone-valve-with-18-in-lead-wires,UPDATE,"<p>The V8043E1012 is a two-position hydronic zone valve from Resideo, the brand that carries the Honeywell Home line of residential heating controls. It pairs a motorized actuator with a 3/4-inch sweat valve body to start and stop hot water flow to a single heating zone on a call from a thermostat or zone panel.</p><p>The valve is <strong>normally closed</strong>. It stays shut until the actuator is energized and returns to the closed position when power is removed, so a zone drops out on a power failure or a thermostat fault instead of running unattended. That is the safer default on a boiler loop feeding radiators, convectors, finned baseboard, or in-floor radiant tubing.</p><p>The 3/4-inch sweat connections tie the valve into the supply piping, and the V8043E1012 handles supply water at operating pressures up to <strong>300 psi</strong>. Lead wires are 18 inches long, enough to reach a nearby junction box or zone panel terminal without splicing in the tight space above a boiler. </p><p>The V8043 and V4043 series have been the reference zone valves in North American hydronic heating for decades, and most contractors still order them by the original Honeywell part number. The actuator head is field-replaceable, so a burned-out motor does not mean cutting the body out of the line.</p><p><strong>Replacement head and motor for this valve</strong></p><ul><li><a href=""/products/24-volt-replacement-motor-for-v8043-and-v8044"">Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044</a></li></ul><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> V8043E1012/U</li><li><strong>Valve action:</strong> Normally closed</li><li><strong>Voltage:</strong> 24 Vac</li><li><strong>Connection size:</strong> 3/4 in</li><li><strong>Connection type:</strong> Sweat</li><li><strong>Lead wires:</strong> 18 in</li><li><strong>Max operating pressure:</strong> 300 psi</li><li><strong>Category:</strong> Zone Valves</li></ul>"
