Handle,Command,Body HTML
multisystem-slow-opening-intermittent-and-direct-ignition-gas-valve,UPDATE,"<p>The VR8345K4809 is a gas control valve from Resideo (Honeywell Home) for universal appliances.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p>This is a <strong>universal</strong> valve, built to serve intermittent pilot and direct ignition systems both. One part number covers applications that would otherwise take two, which is why it is the valve a service truck carries.</p><p>The valve is <strong>slow opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8345K4809/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Universal</li><li><strong>Opening rate:</strong> Slow opening</li><li><strong>UPC:</strong> 085267819794</li><li><strong>Category:</strong> Gas Valves</li></ul>"
pilot-burner-for-natural-gas-includes-a-bcr-18-orifice-left-single-tip-style-and-b-style-mounting-bracket,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q373A2115/U, left single-tip style, supplied with BCR-18 orifice.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>left tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>The orifice sets the pilot gas rate and is specific to the fuel. Fitting a natural gas orifice on propane gives a pilot that soots and lifts; the reverse gives one too small to hold the thermocouple hot.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q373A2115/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Left</li><li><strong>Orifice:</strong> BCR-18</li><li><strong>UPC:</strong> 085267309196</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
pilot-burner-used-for-natural-gas-includes-a-bcr-18-orifice-front-single-tip-style-c-style-mounting-bracket-and-primary-aeration,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q3450C2092/U, front single-tip style, supplied with BCR-18 orifice.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>front tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>The orifice sets the pilot gas rate and is specific to the fuel. Fitting a natural gas orifice on propane gives a pilot that soots and lifts; the reverse gives one too small to hold the thermocouple hot.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q3450C2092/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Front</li><li><strong>Orifice:</strong> BCR-18</li><li><strong>UPC:</strong> 085267306461</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
pilot-burner-used-for-natural-gas-includes-a-bcr-18-orifice-left-single-tip-style-c-style-mounting-bracket-and-primary-aeration,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q3450C1185/U, left single-tip style, supplied with BCR-18 orifice.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>left tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>The orifice sets the pilot gas rate and is specific to the fuel. Fitting a natural gas orifice on propane gives a pilot that soots and lifts; the reverse gives one too small to hold the thermocouple hot.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q3450C1185/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Left</li><li><strong>Orifice:</strong> BCR-18</li><li><strong>UPC:</strong> 085267306454</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
pilot-burner-used-for-natural-gas-includes-a-bcr-22-orifice-right-single-tip-style-e-style-mounting-bracket-and-primary-aeration,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q3450E3020/U, right single-tip style, supplied with BCR-22 orifice.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>right tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>The orifice sets the pilot gas rate and is specific to the fuel. Fitting a natural gas orifice on propane gives a pilot that soots and lifts; the reverse gives one too small to hold the thermocouple hot.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q3450E3020/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Right</li><li><strong>Orifice:</strong> BCR-22</li><li><strong>UPC:</strong> 085267335195</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
replacement-valve-for-bradford-standard-nox-water-heaters,UPDATE,"<p>Replacement gas control valve from Resideo (Honeywell Home) for Bradford White water heaters, standard NOx models, part number WT8840A1500/U.</p><p>The gas control on a storage water heater is thermostat and safety shutoff in one body. It reads tank temperature through a probe in the wall of the tank, opens the burner when the water drops below setpoint, and closes on a loss of pilot or on a temperature it will not allow.</p><p>Match the control to the tank, not just to the thread. Water heater gas controls are specific to the manufacturer, the insulation thickness and the emissions rating, because the probe length and the shutoff logic differ between them.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> WT8840A1500/U</li><li><strong>Type:</strong> Water heater gas control valve</li><li><strong>Fits:</strong> Bradford White</li><li><strong>Emissions:</strong> Standard NOx</li><li><strong>UPC:</strong> 085267600972</li><li><strong>Category:</strong> Gas Valves</li></ul>"
replacement-valve-for-bradford-water-heaters-with-1-in-insulation,UPDATE,"<p>Replacement gas control valve from Resideo (Honeywell Home) for Bradford White water heaters with 1 inch insulation, part number WT8840A1000/U.</p><p>The gas control on a storage water heater is thermostat and safety shutoff in one body. It reads tank temperature through a probe in the wall of the tank, opens the burner when the water drops below setpoint, and closes on a loss of pilot or on a temperature it will not allow.</p><p>Match the control to the tank, not just to the thread. Water heater gas controls are specific to the manufacturer, the insulation thickness and the emissions rating, because the probe length and the shutoff logic differ between them.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> WT8840A1000/U</li><li><strong>Type:</strong> Water heater gas control valve</li><li><strong>Fits:</strong> Bradford White</li><li><strong>Insulation:</strong> 1 in</li><li><strong>UPC:</strong> 085267567398</li><li><strong>Category:</strong> Gas Valves</li></ul>"
silicon-carbide-hot-surface-igniter-19-1-8-in-lead-length,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9046/U, with a -19-1/8 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9046/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -19-1/8 in</li><li><strong>UPC:</strong> 085267963091</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9054/U, with a -5.25 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9054/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>UPC:</strong> 085267799492</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9056-u,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9056/U, with a -5.25 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9056/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>UPC:</strong> 085267734769</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9060-u,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9060/U, with a -5.25 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9060/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>UPC:</strong> 085267693004</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9062-u,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9062/U, with a -5.25 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9062/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>UPC:</strong> 085267585507</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9066-u,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9066/U, with a -5.25 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9066/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>UPC:</strong> 085267959049</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9068-u,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9068/U, with a -5.25 in lead, 120 VAC.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9068/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>Voltage:</strong> 120 VAC</li><li><strong>UPC:</strong> 085267328654</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-round-mounting,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9048/U, with a -5.25 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><p>This version uses a <strong>round mounting</strong> rather than the flat bracket.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9048/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.25 in</li><li><strong>Mounting:</strong> Round</li><li><strong>UPC:</strong> 085267402224</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-5-in-lead-length,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9042/U, with a -5.5 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9042/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5.5 in</li><li><strong>UPC:</strong> 085267505673</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
silicon-carbide-hot-surface-igniter-5-in-lead-length,UPDATE,"<p>Silicon carbide hot surface igniter from Resideo (Honeywell Home), part number Q4100C9052/U, with a -5 in lead.</p><p>A hot surface igniter lights the burner by glowing rather than by sparking. Line voltage is applied to a silicon carbide element, it comes up to temperature in seconds, and the gas valve opens onto a surface hot enough to ignite the mixture. There is no pilot to go out and no electrode gap to drift.</p><p>Silicon carbide is brittle. The most common way an igniter dies is not electrical — it is being touched during service, or being cycled against a burner that is not lighting cleanly. Handle it by the ceramic base and never by the element.</p><p><strong>Match by part number.</strong> Igniters in this family share the element and differ in the mounting bracket and the appliance they were built for. The lead length and the bracket are what decide whether one fits; the number stamped on the igniter you are replacing is the reliable guide.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q4100C9052/U</li><li><strong>Type:</strong> Silicon carbide hot surface igniter</li><li><strong>Lead length:</strong> -5 in</li><li><strong>UPC:</strong> 085267853415</li><li><strong>Category:</strong> Hot Surface Igniters</li></ul>"
single-stage-24-vac-slow-opening-standing-pilot-gas-valve-1-2-x-1-2-set-3-5-wc,UPDATE,"<p>The VR8200H1251 is a single-stage gas control valve from Resideo (Honeywell Home) for standing pilot appliances, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Standing pilot</strong> means a small flame burns continuously and lights the main burner on a call for heat. The thermocouple or thermopile in that flame generates the millivolts that hold the pilot valve open — which is why a standing pilot appliance shuts itself off safely if the pilot goes out, with no electronics involved at all.</p><p>The valve is <strong>slow opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8200H1251/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Standing pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Opening rate:</strong> Slow opening</li><li><strong>UPC:</strong> 085267112482</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-24-vac-standard-opening-direct-ignition-gas-valve-1-2-x-1-2-in-set-3-5-in-wc,UPDATE,"<p>The VR8215S1503 is a single-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8215S1503/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267693868</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-24-vac-standard-opening-intermittent-pilot-gas-valve-1-2-x-1-2-set-3-5-wc,UPDATE,"<p>The VR8204A2076 is a single-stage gas control valve from Resideo (Honeywell Home) for intermittent pilot appliances, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Intermittent pilot</strong> lights the pilot only when heat is called for, proves it, and then opens the main valve. Nothing burns between cycles, which is the fuel saving over a standing pilot, and the ignition module watches the flame rod the whole time the burner runs.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8204A2076/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Intermittent pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267112598</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-24-vac-standard-opening-intermittent-pilot-gas-valve-3-4-x-3-4-in-set-3-5-in-wc,UPDATE,"<p>The VR8304M4507 is a single-stage gas control valve from Resideo (Honeywell Home) for intermittent pilot appliances, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Intermittent pilot</strong> lights the pilot only when heat is called for, proves it, and then opens the main valve. Nothing burns between cycles, which is the fuel saving over a standing pilot, and the ignition module watches the flame rod the whole time the burner runs.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8304M4507/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Intermittent pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267114677</li><li><strong>Shipping weight:</strong> 2.0 lb</li><li><strong>Category:</strong> Gas Valves</li></ul>"
